record,uuid,start_date,date,status,hCountry,dTrack,LOIM,xpanelPartner,QualityScore_TOTAL,QC_FLAGSr1,S0,S1,S2r1,S2r2,S2r3,S2r4,S2r5,S2r6,S2r7,S2r8,S2r99,S3,S4r1,S4r2,S4r3,S4r4,S4r99,S5r1,S5r2,S5r3,S5r4,S5r99,S5r98,S6,S6r97oe,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r97,S7r98,S7r97oe,S8,S9r1,S9r2,S9r3,S9r4,S9r5,S9r6,S9r7,S9r8,S9r9,S9r10,S9r99,hS9CountSwitchers,TimeSection_Screener,Q1,Q2,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Flag_Q3_SL,Q4,Q5r1,Q6r1,Q6r2,Q6r3,Q6r4,Q6r5,Q6r6,Q6r7,Flag_Q6,Flag_Q6_SL,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Flag_Q7_SL,Q8,Q9,hACUVUE,hBAUSCH,TimeSection_Section_A
6457,68qcvvzegqnam3jf,9/5/2025 13:15,9/5/2025 13:23,3,2,0,6.33,2,82.897412888700000,1,1,2,0,0,0,0,0,0,0,0,1,44,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,1,0,0,0,0,0,0,4.43,11,1,1,1,1,1,2,2,2,0,2,"They provide excellent vision stability, even when I’m moving or exercising.",1,1,1,2,5,2,1,0,0,1,1,1,1,1,1,1,1,1,0,1.86
6458,wqj1djkds8cqgsue,9/5/2025 13:15,9/5/2025 13:18,3,2,0,2.27,2,65.482274395600000,0,1,2,0,0,0,0,0,0,0,0,1,47,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,0.76,8,2,2,2,1,1,2,1,1,0,2,they stay stable in my eyes without moving around,2,1,2,1,5,1,2,0,0,2,1,1,1,1,0,2,1,1,0,1.45
6459,6t6kg8uawnsaqfua,9/5/2025 13:15,9/5/2025 13:25,3,2,0,8.22,2,77.251959727600000,1,1,2,0,0,0,0,0,0,0,0,1,38,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,1,0,0,0,0,0,0,4.60,9,1,1,2,1,2,1,2,2,0,2,"They are perfect for my busy lifestyle, requiring no cleaning routine",1,2,1,2,5,1,2,0,0,1,1,1,1,1,1,1,2,1,0,3.57
6461,yfrnq9c5hxanbe9p,9/5/2025 13:15,9/5/2025 13:25,3,2,0,8.23,2,53.414309885200000,0,1,2,0,0,0,0,0,0,0,0,1,45,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,2.00,9,1,2,1,2,1,2,2,1,0,1,"Daily disposable, no cleaning or storage needed and eyes stayed moist, no dryness or irritation free",2,1,2,1,5,2,1,0,0,1,2,1,1,1,0,2,2,1,0,6.21
6462,dr8r962kfbdpza09,9/5/2025 13:16,9/5/2025 13:26,3,2,0,9.15,2,60.085723470200000,1,1,2,0,0,0,0,0,0,0,0,1,38,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,1,0,0,0,0,0,0,4.06,10,1,2,2,2,1,2,1,1,0,2,"These lenses fit securely and never shift or cause distractions,My eyes don’t get red or itchy after wearing",2,2,2,1,5,2,1,0,0,1,1,1,1,1,1,2,1,1,0,5.02
6463,7v8rqs6xbc52c8ng,9/5/2025 13:16,9/5/2025 13:26,3,2,0,9.02,2,80.771028484200000,1,1,2,0,0,0,0,0,0,0,0,1,43,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,1,0,0,0,0,0,0,3.95,8,1,2,1,1,1,2,2,2,0,1,"They give me reliable comfort and clarity, whether indoors or outdoors",2,2,2,1,5,2,2,0,0,1,1,1,1,1,1,1,2,1,0,5.03
6464,jgja552y4vaz3hq2,9/5/2025 13:17,9/5/2025 13:24,3,2,0,6.88,2,64.964674752100000,0,1,2,0,0,0,0,0,0,0,0,1,42,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,2.15,9,1,2,1,2,2,1,3,1,0,2,They are easy to replace and maintain.,1,1,1,2,5,2,2,0,0,1,1,1,1,2,0,1,2,1,0,4.69
6466,zr665z30ewp24naj,9/5/2025 13:17,9/5/2025 13:24,3,2,0,6.70,2,58.847736975200000,0,1,2,0,0,0,0,0,0,0,0,1,46,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,2.37,10,1,3,1,2,1,2,3,2,0,2,I prefer them for their consistent high performance.,2,1,1,1,5,1,2,0,0,1,2,1,2,1,0,1,1,1,0,4.28
6468,z61cd5jmcyde5kvu,9/5/2025 13:21,9/5/2025 13:30,3,2,0,7.18,2,59.836994190700000,0,1,1,0,0,0,0,0,0,0,0,1,51,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,4.71,8,2,1,1,1,2,2,1,1,0,2,i experience less redness compared to other brand,2,1,2,2,5,1,2,0,0,1,1,1,1,2,0,2,2,1,0,2.43
6470,wmvzb2pf6xaz11bv,9/5/2025 13:22,9/5/2025 13:30,3,2,0,6.48,2,80.092407243200000,1,1,1,0,0,0,0,0,0,0,0,1,39,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,3.97,6,1,1,1,2,1,1,1,2,0,1,they protect my eyes from dryness caused by long screen use,2,1,1,2,5,1,1,0,0,1,1,1,1,1,1,1,2,1,0,2.47
6474,wz8wf71ftfcchx4s,9/5/2025 13:23,9/5/2025 13:30,3,2,0,5.30,2,52.599365436700000,0,1,2,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,2.80,6,1,1,1,1,2,1,2,1,0,1,perfect balance of comfort and vision clarity,2,2,1,1,5,2,2,0,0,1,2,1,1,1,0,1,1,1,0,2.45
6478,4fn5fu2x6p7mcg3a,9/5/2025 13:25,9/5/2025 13:30,3,2,0,4.20,2,85.406437159600000,1,1,2,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,1.70,7,1,1,2,1,1,1,1,2,0,1,i feel my eyes look brighter and healthier with them,2,2,1,1,5,1,2,0,0,1,1,1,1,1,1,1,1,1,0,2.45
6494,fc4zx3ctud3ew7qa,9/5/2025 13:30,9/5/2025 13:40,3,2,0,8.77,2,32.745417665200000,0,1,2,0,0,0,0,0,0,0,0,1,38,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,3.39,9,1,2,1,1,2,3,2,1,0,1,I can wear them while travelling with no issues.,2,2,1,2,5,2,2,0,0,2,1,1,1,1,0,1,1,1,0,5.33
6496,pdgpkwt18zmmgf09,9/5/2025 13:30,9/5/2025 13:40,3,2,0,9.13,2,49.307620566500000,0,1,2,0,0,0,0,0,0,0,0,1,43,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,2.41,9,1,1,1,2,2,2,1,2,0,2,They are available easily in stores and online also easy to buy.,2,1,1,1,5,2,2,0,0,1,2,1,1,1,0,2,1,1,0,6.66
6498,p05xt6dr50jc3mnf,9/5/2025 13:31,9/5/2025 13:39,3,2,0,7.53,2,53.101895558700000,1,1,1,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,1,0,0,0,0,0,0,4.09,10,2,2,1,1,2,1,2,2,0,1,I love how fresh and hydrated my eyes feel throughout the day without irritation or redness,2,1,2,1,5,1,2,0,0,1,1,1,1,1,1,2,2,1,0,3.40
6499,fsvuchz4zntf85z6,9/5/2025 13:31,9/5/2025 13:39,3,2,0,7.48,2,53.415771219600000,1,1,1,0,0,0,0,0,0,0,0,1,44,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,1,0,0,0,0,0,0,4.10,11,1,2,1,2,1,2,1,1,0,2,"These lenses keep my eyes comfortable all day, even when working long hours on the computer",2,1,2,2,5,2,2,0,0,1,1,1,1,1,1,1,1,1,0,3.33
6504,8y92341cng36wp3w,9/5/2025 13:31,9/5/2025 13:39,3,2,0,7.43,2,48.608630537300000,1,1,2,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,1,0,0,0,0,0,0,3.71,10,2,2,1,1,2,2,2,1,0,2,"They reduce my eye strain significantly compared to other lenses, especially when using screens for hours",2,2,2,2,5,1,1,0,0,1,1,1,1,1,1,1,2,1,0,3.69
6505,9q3c57fej5hg30x8,9/5/2025 13:31,9/5/2025 13:39,3,2,0,7.37,2,49.122027326700000,1,1,2,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,1,0,0,0,0,0,0,3.64,11,1,2,2,2,1,1,1,2,0,1,The lenses are so lightweight and breathable that I often forget I am even wearing them,1,2,2,1,5,1,1,0,0,1,1,1,1,1,1,1,1,1,0,3.68
6506,c06yv89r5f0ejfk4,9/5/2025 13:33,9/5/2025 13:43,3,2,0,9.57,2,51.668014473200000,0,1,2,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,4.93,5,1,2,2,2,1,2,2,1,0,1,"convenient for an active lifestyle, including sports and outdoor activities",1,2,2,1,5,2,1,0,0,1,1,2,1,1,0,2,1,1,0,4.58
6508,m986hjpqwgqv9ere,9/5/2025 13:34,9/5/2025 13:43,3,2,0,8.32,2,28.360358330200000,0,1,1,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,3.61,7,2,2,2,2,2,1,2,1,0,2,"overall, they make wearing contact lenses stress-free and enjoyable",2,1,1,2,5,1,1,0,0,2,1,1,1,1,0,1,1,1,0,4.65
6509,xfjv4b0sp4xzmkdu,9/5/2025 13:35,9/5/2025 13:44,3,2,0,6.92,2,43.493338157700000,0,1,2,0,0,0,0,0,0,0,0,1,39,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,2.47,9,2,2,2,1,1,2,2,2,0,1,good for sensitive eye no itching or burning sensation,1,1,2,2,5,1,2,0,0,1,2,1,1,1,0,1,1,1,0,4.40
6510,4qfe6jad53w1v9f0,9/5/2025 13:36,9/5/2025 13:44,3,2,0,7.50,2,44.667546249000000,0,1,2,0,0,0,0,0,0,0,0,1,45,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,5.39,12,1,1,2,2,2,2,1,3,0,2,The lenses stay fresh even after long hours.,2,2,1,1,5,2,2,0,0,2,2,1,1,1,0,2,1,1,0,2.06
6518,zjqmvk99z1fgr0wa,9/5/2025 13:45,9/5/2025 13:53,3,2,0,7.10,2,50.201007581100000,1,1,2,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,1,0,0,0,0,0,0,3.57,8,1,1,1,1,1,2,2,2,0,2,I can wear them from morning until night without any dryness or discomfort developing at all,1,2,1,1,5,2,2,0,0,1,1,1,1,1,1,2,1,1,0,3.48
6520,gs3cetxfadq5ap4r,9/5/2025 13:45,9/5/2025 13:53,3,2,0,6.52,2,49.969513316400000,1,1,2,0,0,0,0,0,0,0,0,1,35,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,1,0,0,0,0,0,0,2.94,9,1,1,1,2,1,2,1,2,0,1,"They always feel natural and comfortable, making them perfect for my busy and active lifestyle",1,2,2,1,5,1,2,0,0,1,1,1,1,1,1,1,1,1,0,3.50
6521,x5uq9s6jjbejcbzw,9/5/2025 13:46,9/5/2025 13:53,3,2,0,6.43,2,53.286734462400000,1,1,2,0,0,0,0,0,0,0,0,1,38,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,1,0,0,0,0,0,0,2.79,11,2,1,2,2,1,1,2,1,0,2,"They provide reliable comfort and clarity every day, regardless of lighting or environmental conditions around me",1,1,2,1,5,2,2,0,0,1,1,1,1,1,1,2,1,1,0,3.61
6523,t1ymmwb5vhpm188q,9/5/2025 13:46,9/5/2025 13:53,3,2,0,6.18,2,50.451261965800000,1,1,1,0,0,0,0,0,0,0,0,1,43,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,1,0,0,0,0,0,0,2.43,11,2,2,2,2,2,1,1,2,0,2,The ease of use with daily disposables saves me time and effort every single morning,1,2,2,1,5,1,2,0,0,1,1,1,1,1,1,1,1,1,0,3.71
6524,pkar9s7h7jz4db4c,9/5/2025 13:46,9/5/2025 13:53,3,2,0,6.13,2,48.953022770400000,1,1,1,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,1,0,0,0,0,0,0,2.44,10,1,2,2,1,1,2,1,1,0,2,"My eyes no longer get tired or itchy, even after extended wear in air-conditioned environments",1,2,2,1,5,1,1,0,0,1,1,1,1,1,1,1,2,1,0,3.66
6525,0r3vz9cm5z7x4k7m,9/5/2025 13:47,9/5/2025 13:56,3,2,0,8.42,2,61.503874384400000,1,1,2,0,0,0,0,0,0,0,0,1,42,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,5.03,7,2,1,2,2,2,1,1,1,0,2,"they help reduce eye strain, especially during long work hours",2,1,1,1,5,1,1,0,0,1,1,1,1,1,1,2,2,1,0,3.34
6526,9b46w2q1gav1erkr,9/5/2025 13:48,9/5/2025 13:56,3,2,0,7.83,2,53.936508859200000,0,1,2,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,4.43,6,2,2,2,1,2,1,1,1,0,1,vision stays sharp in different lighting conditions,1,1,2,1,5,1,1,0,0,1,1,1,2,2,0,1,2,1,0,3.36
6527,71w160b9jgg3cd61,9/5/2025 13:48,9/5/2025 13:57,3,2,0,7.13,2,66.820882845900000,1,1,1,0,0,0,0,0,0,0,0,1,37,0,0,0,1,0,1,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,1,0,0,0,,0,0,3.85,11,2,1,2,1,2,1,2,1,0,1,Feels very natural in the eyes.,1,1,2,1,5,2,2,0,0,1,1,1,1,1,1,1,1,0,1,3.24
6528,fauehg5byfbjgyw4,9/5/2025 13:48,9/5/2025 13:57,3,2,0,7.17,2,73.533761112700000,1,1,2,0,0,0,0,0,0,0,0,1,38,0,0,0,1,0,1,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,1,0,0,0,0,0,0,0,0,,0,0,3.67,13,1,1,1,2,1,2,1,1,0,2,This brand Doesn't cause headaches or strain,1,1,2,1,5,1,2,0,0,1,1,1,1,1,1,2,1,0,1,3.44
6530,admdyu7p0qwcgpu1,9/5/2025 13:48,9/5/2025 13:56,3,2,0,7.13,2,46.356425846200000,0,1,2,0,0,0,0,0,0,0,0,1,37,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,3.82,6,1,1,1,1,2,1,1,1,0,1,"they don’t fog up like glasses, which is very convenient",1,2,2,1,5,1,2,0,0,1,2,2,1,1,0,3,1,1,0,3.28
6531,ezcb64geqdk984bd,9/5/2025 13:48,9/5/2025 14:01,3,2,0,11.18,2,52.866177967500000,1,1,2,0,0,0,0,0,0,0,0,1,36,0,0,0,1,0,1,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,4.23,12,1,1,1,1,2,2,1,1,0,2,"They are very easy to handle, insert, and remove, even for someone with sensitive eyes",2,1,1,2,5,1,2,0,0,1,1,1,1,1,1,1,2,1,0,6.91
6532,gucd5zxdgk7mbm44,9/5/2025 13:48,9/5/2025 14:01,3,2,0,10.58,2,31.237310017700000,1,1,2,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,1,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,1,0,0,0,,0,0,3.71,11,2,1,1,1,1,2,2,2,0,1,"I appreciate how they maintain consistent moisture, keeping my eyes refreshed and irritation-free all day",1,2,1,1,5,1,2,0,0,1,1,1,1,1,1,1,2,0,1,6.84
6533,jdxx4d0bq7k05amf,9/5/2025 13:48,9/5/2025 14:01,3,2,0,8.75,2,56.495836935000000,1,1,2,0,0,0,0,0,0,0,0,1,37,0,0,0,1,0,1,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,4.17,13,1,2,2,1,1,2,1,1,0,1,"I love how natural they feel, almost like I’m not wearing contact lenses at all",2,1,1,1,5,1,2,0,0,1,1,1,1,1,1,1,2,1,0,4.54
6534,g1r3bt72fjr19sbd,9/5/2025 13:49,9/5/2025 13:58,3,2,0,8.08,2,81.354652574700000,1,1,2,0,0,0,0,0,0,0,0,1,42,0,0,0,1,0,1,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,1,0,0,0,0,0,0,3.00,15,1,1,2,1,1,2,2,1,0,1,Breathable and lightweight design which is helpful,2,2,1,1,5,1,2,0,0,1,1,1,1,1,1,1,2,1,0,5.00
6535,r80zx0gwmy5q48aq,9/5/2025 13:49,9/5/2025 13:56,3,2,0,6.33,2,71.422760661500000,1,1,2,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,3.33,7,1,1,2,2,1,2,1,2,0,1,i feel more confident in social and professional settings without glasses,2,2,1,1,5,1,2,0,0,1,1,1,1,1,1,2,2,1,0,2.95
6536,v0cvu3fuxsfqprdg,9/5/2025 13:49,9/5/2025 14:01,3,2,0,10.62,2,55.450091095200000,1,1,2,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,1,0,0,0,,0,0,3.73,14,2,1,2,1,2,1,2,1,0,1,"The breathable material ensures my eyes don’t feel tired, even after extended work or travel",1,1,2,1,5,2,2,0,0,1,1,1,1,1,1,2,1,0,1,6.83
6537,4uxyhctjz8r3w8tp,9/5/2025 13:49,9/5/2025 13:56,3,2,0,5.80,2,35.482252016800000,0,1,2,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,2.58,8,1,2,1,1,2,1,2,1,0,1,"the lenses are very thin and breathable, which keeps my eyes healthy",1,1,2,1,5,2,2,0,0,1,1,2,1,1,0,1,1,1,0,3.17
6541,t59n5mg70zkvxe0p,9/5/2025 13:50,9/5/2025 13:59,3,2,0,7.07,2,55.093098614300000,0,1,2,0,0,0,0,0,0,0,0,1,45,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,2.15,9,2,1,1,2,1,3,2,3,0,2,I like that they are soft and flexible.,2,1,2,2,5,2,1,0,0,1,1,1,2,1,0,1,3,1,0,4.83
6821,u9fevdc2vut64h4e,9/5/2025 15:29,9/5/2025 15:44,3,2,0,12.53,7,61.702331638500000,0,1,2,0,0,0,0,0,0,0,0,1,35,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,11.04,10,1,2,1,1,2,1,1,1,0,1,"The lenses provide consistently clear vision, don’t irritate my eyes, and keep them feeling fresh throughout the entire day.",2,1,1,1,5,1,2,0,0,2,2,1,2,1,0,1,1,0,1,1.44
6824,wuchmdx2uadfpbfp,9/5/2025 15:30,9/5/2025 15:43,3,2,0,11.68,7,25.622683903500000,0,1,2,0,0,0,0,0,0,0,0,1,39,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,9.99,12,1,2,1,2,2,1,1,1,0,1,"They stay comfortable all day long, never dry out, and I barely notice I’m wearing them even after many hours.",1,1,1,2,5,2,2,0,0,2,2,1,1,2,0,1,1,0,1,1.66
6828,xzxtasz1t48j8ynp,9/5/2025 15:37,9/5/2025 15:43,3,2,0,5.72,7,36.081779608300000,0,1,2,0,0,0,0,0,0,0,0,1,30,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,3.98,7,2,2,1,2,1,3,2,2,0,1,That provides the best price and the with the great quality,2,2,1,1,5,1,1,0,0,1,1,2,1,1,0,1,2,0,1,1.71
6838,6h3ub4zxavzkmzmf,9/5/2025 15:46,9/5/2025 15:50,3,2,0,2.88,7,47.604278536700000,0,1,2,0,0,0,0,0,0,0,0,1,38,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,0.99,13,2,1,1,2,2,1,1,1,0,1,"Wearing them feels effortless. I can focus, work, and exercise without thinking about my lenses once during the day.",2,1,2,2,5,1,3,0,0,1,2,1,1,1,0,1,1,0,1,1.87
6841,pgr39b50m6308v5c,9/5/2025 15:46,9/5/2025 15:51,3,2,0,2.48,7,30.207266722500000,0,1,2,0,0,0,0,0,0,0,0,1,37,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,0.86,7,1,1,2,1,1,1,2,2,0,1,"They stay comfortable on my eyes all day, even during long hours at work",2,2,2,1,5,1,1,0,0,2,1,1,2,1,0,1,2,0,1,1.59
6842,4d0wmfwjeebfyubh,9/5/2025 15:47,9/5/2025 15:55,3,2,0,7.98,7,22.152441574400000,0,1,2,0,0,0,0,0,0,0,0,1,35,1,1,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,0,1,0,0,,0,0,3.17,8,2,1,2,2,1,2,1,2,0,2,"They feel super light on my eyes, stay comfy all day, and I don't even notice I'm wearing them.",2,1,1,1,5,2,2,0,0,1,1,2,1,1,0,1,1,0,1,4.80
6845,e3kqv6u96nag7v33,9/5/2025 15:50,9/5/2025 16:02,3,2,0,11.17,7,56.519735941000000,1,1,2,0,0,0,0,0,0,0,0,1,33,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,3.98,9,1,1,1,2,1,2,2,1,0,3,Very comfortable to wear all the day without dryness and any problems,1,1,2,1,5,1,1,0,0,1,1,1,1,1,1,2,1,0,1,7.14
6846,vcgkdwgjmy2jf5gt,9/5/2025 15:50,9/5/2025 16:02,3,2,0,10.90,7,72.244677454800000,1,1,2,0,0,0,0,0,0,0,0,1,34,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,3.17,8,1,1,1,2,1,1,1,2,0,3,"easy to insert and remove ,wit  hassle-free daily disposable use",1,1,2,1,5,2,1,0,0,1,1,1,1,1,1,1,2,0,1,7.65
6848,0mz4u8m03fv2f8gr,9/5/2025 15:50,9/5/2025 16:02,3,2,0,10.18,7,45.165140448300000,2,1,2,0,0,0,0,0,0,0,0,1,33,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,3.42,9,1,2,2,1,1,1,1,1,0,1,Clear vision quality and easy to wear for long time,1,1,1,1,5,1,1,0,1,1,1,1,1,1,1,2,2,0,1,6.65
6852,4kpcq3j4cpd084n3,9/5/2025 15:51,9/5/2025 15:56,3,2,0,4.53,7,32.876280473900000,0,1,2,0,0,0,0,0,0,0,0,1,39,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,0.82,8,1,1,2,1,2,1,3,1,0,3,My vision feels consistently clear without dryness or blurriness,2,2,1,1,5,1,1,0,0,2,1,1,1,2,0,1,2,0,1,3.69
6853,7u02gch3e1a88jwj,9/5/2025 15:51,9/5/2025 15:57,3,2,0,4.68,7,70.844433310500000,0,1,2,0,0,0,0,0,0,0,0,1,38,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,0.90,7,1,1,1,1,2,2,1,1,0,1,The lenses are so light I often forget that I am wearing them,2,1,2,2,5,1,2,0,0,1,2,2,1,1,0,1,2,0,1,3.76
6855,erp7b1t95wf94zks,9/5/2025 15:53,9/5/2025 15:59,3,2,0,4.68,7,45.143368690500000,0,1,2,0,0,0,0,0,0,0,0,1,46,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,1.10,8,1,1,2,2,1,1,2,2,0,1,"I forget I’m even wearing lenses—no dryness, great clarity, and they’re super comfortable from morning to night without fail.",2,2,1,2,5,1,2,0,0,2,1,1,1,1,0,2,2,0,1,3.55
6856,9m7e27gnpy2r8mjn,9/5/2025 15:53,9/5/2025 15:58,3,2,0,4.18,7,60.553481505200000,0,1,1,0,0,0,0,0,0,0,0,1,44,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,1.17,11,1,2,1,1,1,1,2,2,0,2,"They’re incredibly easy to insert and remove, and they stay in place without shifting or causing any discomfort or redness.",1,1,2,2,5,1,1,0,0,1,2,1,1,1,0,1,1,0,1,2.98
