record,uuid,start_date,date,status,hCountry,dTrack,LOIM,xpanelPartner,QualityScore_TOTAL,QC_FLAGSr1,S0,S1,S2r1,S2r2,S2r3,S2r4,S2r5,S2r6,S2r7,S2r8,S2r99,S3,S4r1,S4r2,S4r3,S4r4,S4r99,S5r1,S5r2,S5r3,S5r4,S5r99,S5r98,S6,S6r97oe,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r97,S7r98,S7r97oe,S8,S9r1,S9r2,S9r3,S9r4,S9r5,S9r6,S9r7,S9r8,S9r9,S9r10,S9r99,hS9CountSwitchers,TimeSection_Screener,Q1,Q2,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Flag_Q3_SL,Q4,Q5r1,Q6r1,Q6r2,Q6r3,Q6r4,Q6r5,Q6r6,Q6r7,Flag_Q6,Flag_Q6_SL,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Flag_Q7_SL,Q8,Q9,hACUVUE,hBAUSCH,TimeSection_Section_A
6863,q3b3u6fa9z9msa6b,9/5/2025 16:02,9/5/2025 16:08,Qualified,USA,No Changes,4.82,Quest,46.618290667300000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,39,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,1.45,12,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,"They keep my eyes feeling hydrated , which is important in air conditioned or dry environment",Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Does not Apply,Applies,Applies,Applies,Does not Apply,No,Strongly agree,Strongly agree,No,Yes,3.33
6866,wdbhaug1rvepw56j,9/5/2025 16:06,9/5/2025 16:14,Qualified,USA,No Changes,6.95,Quest,45.010415728400000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,31,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,2.34,9,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,No,Strongly satisfied,I do not have the experience or redness like I have with other lenses,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Does not Apply,Does not Apply,Applies,Applies,Applies,No,Strongly agree,Agree,No,Yes,4.57
6868,5zr71b4wm0udt50y,9/5/2025 16:09,9/5/2025 16:15,Qualified,USA,No Changes,4.97,Quest,42.773437432100000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,1.06,11,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,No,Strongly satisfied,They seem healthier for my eyes because they allow plenty of oxygen through,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Does not Apply,Does not Apply,No,Strongly agree,Agree,No,Yes,3.88
6869,4ncn5akh4qdc5gp8,9/5/2025 16:09,9/5/2025 16:15,Qualified,USA,No Changes,4.77,Quest,46.376927658400000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,34,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,0.88,10,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Satisfied,Putting them in and taking them out feels very easy and smooth,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Does not Apply,Applies,Does not Apply,Applies,Applies,No,Agree,Strongly agree,No,Yes,3.86
6870,wwx05w9km71sb5ay,9/5/2025 16:10,9/5/2025 16:22,Qualified,USA,No Changes,10.67,Quest,64.125206575000000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,29,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,Yes,No,No,No,No,Yes,No,No,,No,No,1.64,8,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Strongly satisfied,"The main reasons are they stay soft and gentle on my eyes all day long, so I never feel irritation or any discomfort wearing them.",Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,No,Yes,9.00
7246,vr02harwqs72cvpa,9/8/2025 13:36,9/8/2025 13:47,Qualified,USA,No Changes,9.48,Quest,59.889296640400000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,44,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,Yes,No,Yes,No,No,Yes,No,,No,No,6.63,8,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,No,Satisfied,I love that I can wear them for long hours without needing drops every few hours.,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,No,Yes,2.81
7273,s8xatvs60pgd5zrz,9/8/2025 13:41,9/8/2025 13:51,Qualified,USA,No Changes,8.15,Quest,55.034375693200000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,33,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,5.09,9,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,My eyes do not get that much tired lens feeling at the end of the day,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Strongly agree,Agree,No,Yes,3.04
7295,3y9zva8m6sq4k855,9/8/2025 13:45,9/8/2025 13:54,Qualified,USA,No Changes,6.93,Quest,41.783907425700000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,36,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,4.46,11,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,I can work long hours on the computer without constant breaks,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Agree,Strongly agree,No,Yes,2.42
7317,kgfqgx1wy1e454qu,9/8/2025 13:59,9/8/2025 14:11,Qualified,USA,No Changes,10.20,Quest,49.569022697100000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,39,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,7.00,11,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,Do not dry out when I am outside in the wind or heat,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Does not Apply,Applies,Applies,Does not Apply,Applies,No,Strongly agree,Agree,No,Yes,3.17
7327,jt547yegyrfvbf9h,9/8/2025 14:12,9/8/2025 14:27,Qualified,USA,No Changes,13.65,Quest,30.844866579400000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,33,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,No,Yes,No,Yes,,No,No,4.63,10,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Strongly satisfied,"The lenses stay comfortable from morning to night, don't irritate my eyes , and give me clear vision without needing constant adjustment.",Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Does not Apply,Applies,No,Strongly agree,Agree,No,Yes,8.99
7328,9rcp06bw5s6rsmmu,9/8/2025 14:13,9/8/2025 14:27,Qualified,USA,No Changes,12.93,Quest,28.640298190000000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,38,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,Yes,No,No,No,Yes,No,No,,No,No,3.96,9,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,No,Satisfied,"My eyes feel hydrated and fresh all day, the lenses fit perfectly, and I don't have to worry about them slipping or feeling dry.",Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Does not Apply,Applies,Applies,No,Strongly agree,Strongly agree,No,Yes,8.92
7414,k5de6jgtfnabrrr9,9/8/2025 14:23,9/8/2025 14:34,Qualified,USA,No Changes,9.38,Quest,36.844713293000000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,38,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,2.96,11,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Strongly satisfied,I never have to worry about them clouding up during the day,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Does not Apply,Does not Apply,No,Strongly agree,Agree,No,Yes,6.39
7416,48gmgdhqb5z7zsam,9/8/2025 14:23,9/8/2025 14:34,Qualified,USA,No Changes,9.67,Quest,30.084741457900000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,33,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,3.03,10,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,Even after wearing them all day my eyes look healthy and bright,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Does not Apply,Applies,Does not Apply,Applies,Applies,No,Strongly agree,Strongly agree,No,Yes,6.62
7417,udfbf0g8xxy65zyu,9/8/2025 14:23,9/8/2025 14:34,Qualified,USA,No Changes,9.65,Quest,30.724216137100000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,34,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,3.04,9,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,They adjust well in different lighting weather indoors and outdoors,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Does not Apply,Applies,Applies,Does not Apply,Applies,No,Agree,Agree,No,Yes,6.57
7431,5m5qnrqjd6yqrnpr,9/8/2025 14:30,9/8/2025 14:40,Qualified,USA,No Changes,8.33,Quest,33.549909616400000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,Yes,No,Yes,No,No,No,No,No,Yes,,No,No,1.75,12,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,No,Satisfied,I satisfied becouse my eyes feel save and it protect my eye with sun rays .,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly disagree,Agree,Agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Agree,Agree,No,Yes,6.54
7463,wwwjwbx66pknpxbh,9/8/2025 14:46,9/8/2025 14:53,Qualified,USA,No Changes,4.72,Quest,34.020036444300000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,1.54,8,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,No,Strongly satisfied,"These lenses help me see better at night, especially while driving, which used to be a major struggle for me.",Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Does not Apply,Does not Apply,Applies,Applies,Applies,No,Strongly agree,Strongly agree,No,Yes,3.14
7466,egbj776tr99vydfn,9/8/2025 14:47,9/8/2025 14:56,Qualified,USA,No Changes,7.82,Quest,47.700188683500000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,1.44,11,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,Strongly satisfied,I can read drive and use the screens without strain,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Does not Apply,Applies,No,Agree,Agree,No,Yes,6.34
7470,1peh2x0brpzfcrgt,9/8/2025 14:48,9/8/2025 14:56,Qualified,USA,No Changes,6.38,Quest,66.109849678600000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,46,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,1.00,9,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Satisfied,I love how they keep up with my active lifestyle without discomfort,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Strongly agree,Strongly agree,No,Yes,5.35
7472,v3j7qvcw37zbu40q,9/8/2025 14:48,9/8/2025 14:56,Qualified,USA,No Changes,6.43,Quest,63.556896507200000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,45,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,0.99,10,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,No,Strongly satisfied,I notice fewer halos or glare when driving at night makes more comfort to drive at that moment,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Does not Apply,Does not Apply,Applies,No,Strongly agree,Strongly agree,No,Yes,5.41
7478,jr8uqcr5cq6ufw0r,9/8/2025 14:50,9/8/2025 14:58,Qualified,USA,No Changes,6.13,Quest,35.272770556600000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,44,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,3.20,11,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,"They stay in place well and never shift or irritate my eyes, even during workouts or outdoor activities.",Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Does not Apply,Does not Apply,No,Strongly agree,Strongly agree,No,Yes,2.89
7600,rdaeypr0n2hyh76c,9/8/2025 17:17,9/8/2025 17:23,Qualified,USA,No Changes,5.30,Elicit,82.251420213300000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,32,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,More than 2 years ago,No,,No,No,No,No,No,No,No,No,Yes,No,2.24,20,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,No,Satisfied,Because they dont seem to irritate my eyes to much and its very doable.,Agree,Agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,Applies,Does not Apply,Applies,Applies,Applies,No,Agree,Agree,Yes,No,3.04
8246,4xd37160rhpugmzw,9/10/2025 4:38,9/10/2025 4:44,Qualified,USA,No Changes,5.27,Dynata,57.971869052000000,1,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,50,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,Yes,No,No,No,No,No,No,,No,No,2.07,8,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,The reason why I said I was satisfied was because it works well for me and I really like the feeling I get.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,No,Yes,3.18
8267,t78twnx9cfpr3u5r,9/10/2025 5:34,9/10/2025 5:54,Qualified,USA,No Changes,18.80,Quest,44.130049967700000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,Yes,No,No,No,No,No,No,No,No,No,12.17,11,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,No,Satisfied,I’m satisfied with Acuvue Oasys 1-Day because they feel comfortable all day and keep my eyes clear and hydrated,Agree,Agree,Agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,6.59
8284,hc17npudy6k84z7a,9/10/2025 6:41,9/10/2025 6:59,Qualified,USA,No Changes,15.67,Quest,58.157999842900000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,30,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,Yes,No,No,No,No,No,7.24,7,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Strongly satisfied,"They are very comfortable and don’t cause dryness during long hours. Easy to insert and remove, with excellent vision clarity.",Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,8.39
8287,xkp863qzefha32em,9/10/2025 7:06,9/10/2025 7:13,Qualified,USA,No Changes,5.82,Quest,53.904295025000000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,30,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,Yes,No,No,No,No,No,1.98,7,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,No,Strongly satisfied,"Perfect for all-day wear, no irritation or discomfort. I experience clear vision and no issues with dryness, even after a full workday.",Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Agree,Yes,No,3.76
8301,2pt4jhryda9g6r2x,9/10/2025 9:05,9/10/2025 9:21,Qualified,USA,No Changes,14.27,Quest,40.712563289600000,2,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,30,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,Yes,No,No,No,No,No,7.33,7,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,Strongly satisfied,"The lenses stay moist throughout the day, providing great comfort.Easy to insert and remove, with excellent vision clarity.",Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,No,Yes,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,6.88
8308,dueuwc72ftm4ebxk,9/10/2025 9:44,9/10/2025 9:55,Qualified,USA,No Changes,9.67,Quest,43.089477997300000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,30,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,Yes,No,No,No,No,No,1.63,7,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Satisfied,"I've been really satisfied because these lenses are super comfortable, even after wearing them all day. I forget I'm even wearing them most of the time.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,8.01
8310,9nzg6t06h0u1288v,9/10/2025 9:44,9/10/2025 9:52,Qualified,USA,No Changes,6.38,Quest,32.413591245300000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,37,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,2.62,11,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,No,Satisfied,"They feel hydrating during the day and are extremely mild on my eyes, which is extremely beneficial during allergy season.",Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Agree,Strongly agree,No,Yes,3.74
8311,cc5usgwxun3swv3m,9/10/2025 9:45,9/10/2025 9:52,Qualified,USA,No Changes,5.60,Quest,48.083113049300000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,34,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,1.81,10,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,No,Strongly satisfied,"I like how they lessen digital eye strain, which is ideal for my profession, which requires me to spend a lot of time in front of a computer.",Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Does not Apply,Does not Apply,Does not Apply,Applies,Does not Apply,No,Strongly agree,Strongly agree,No,Yes,3.76
8314,m0m29ah8fc8eeecq,9/10/2025 9:58,9/10/2025 10:04,Qualified,USA,No Changes,5.85,Quest,40.675372352300000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,28,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,1.08,9,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,"Whether I'm reading, working, or driving at night, my eyesight remains clear and sharp.",Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Does not Apply,Applies,Applies,Does not Apply,Does not Apply,No,Agree,Strongly agree,No,Yes,4.73
8323,whhqnbycj424v6r9,9/10/2025 10:14,9/10/2025 10:21,Qualified,USA,No Changes,5.78,Quest,37.989193270900000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,40,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,No,No,No,No,No,No,,Yes,No,1.48,12,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,No,Strongly satisfied,"Even after extended excursions such as trekking or cycling in the sun, these lenses continue to be comfortable and clear.",Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Does not Apply,Applies,Does not Apply,Applies,Applies,No,Agree,Strongly agree,No,Yes,4.28
8324,0r3cz1ce0cxg35jc,9/10/2025 10:14,9/10/2025 10:20,Qualified,USA,No Changes,5.23,Quest,34.240099466100000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,42,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,No,No,No,No,No,No,,Yes,No,1.30,8,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,I value how these lenses complement my regular makeup application without smearing or hurting my eyes.,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Does not Apply,No,Neither agree nor disagree,Strongly agree,No,Yes,3.92
